order_id,booking_time,customer_id,customer_name,customer_email,event_id,event_name,event_location,seat_number,seat_price,event_category,booking_day_of_week,booking_hour,payment_id,payment_time,amount,payment_method,payment_type,booking_event_time,payment_event_time
2182,2024-10-11T09:38:09.0000000,cust2182,Larry Kim,wlarsen@example.com,97,Concert,"2967 Vincent Village Apt. 344
Michaelshire, WV 39852",C8,77,Music,Friday,9,payment_3182,2024-10-11T09:38:29.0000000,124,Debit Card,Card,2024-10-11T04:08:09.7470000,2024-10-11T04:08:29.5290000
2180,2024-10-11T09:37:59.0000000,cust2180,Alvin Perry,jhenderson@example.org,97,Movie,"45553 Byrd Ridge Suite 195
East Hayleyburgh, AS 53359",B7,78,Cinema,Friday,9,payment_3180,2024-10-11T09:38:19.0000000,103,Credit Card,Card,2024-10-11T04:07:59.6680000,2024-10-11T04:08:19.4500000
2181,2024-10-11T09:38:04.0000000,cust2181,Darrell Sanford,jpatel@example.org,46,Concert,"87792 Dylan Springs Apt. 881
Lake Jacqueline, MT 35613",C1,81,Music,Friday,9,payment_3181,2024-10-11T09:38:24.0000000,129,Credit Card,Card,2024-10-11T04:08:04.7330000,2024-10-11T04:08:24.4790000
2197,2024-10-11T09:39:25.0000000,cust2197,Samuel Ortega,kayla49@example.org,41,Play,"7591 Albert Tunnel
Meganside, SD 11706",A9,55,Theater,Friday,9,payment_3197,2024-10-11T09:39:44.0000000,194,Debit Card,Card,2024-10-11T04:09:25.5190000,2024-10-11T04:09:45.2180000
2185,2024-10-11T09:38:24.0000000,cust2185,Jason Hanson,amontgomery@example.com,49,Play,"867 Hogan Path Apt. 125
Jasonside, NE 85958",A2,72,Theater,Friday,9,payment_3185,2024-10-11T09:38:44.0000000,184,Credit Card,Card,2024-10-11T04:08:24.9220000,2024-10-11T04:08:44.6670000
2186,2024-10-11T09:38:29.0000000,cust2186,Cheryl Peterson,jeffery89@example.com,5,Movie,"0507 Gates Ports Suite 220
North Ronaldfort, WV 78058",A3,64,Cinema,Friday,9,payment_3186,2024-10-11T09:38:49.0000000,109,Credit Card,Card,2024-10-11T04:08:29.9690000,2024-10-11T04:08:49.6990000
2184,2024-10-11T09:38:19.0000000,cust2184,Alexandra Ramirez,joshuaweaver@example.com,25,Concert,"PSC 2900, Box 3997
APO AA 25622",B9,51,Music,Friday,9,payment_3184,2024-10-11T09:38:39.0000000,148,Debit Card,Card,2024-10-11T04:08:19.8750000,2024-10-11T04:08:39.6200000
2187,2024-10-11T09:38:34.0000000,cust2187,Jeffrey Johnson,tboyer@example.com,59,Play,"USNS Moore
FPO AA 67704",B6,84,Theater,Friday,9,payment_3187,2024-10-11T09:38:54.0000000,146,Credit Card,Card,2024-10-11T04:08:35.0160000,2024-10-11T04:08:54.7620000
2186,2024-10-11T09:38:29.0000000,cust2186,Cheryl Peterson,jeffery89@example.com,5,Movie,"0507 Gates Ports Suite 220
North Ronaldfort, WV 78058",B7,78,Cinema,Friday,9,payment_3186,2024-10-11T09:38:49.0000000,109,Credit Card,Card,2024-10-11T04:08:29.9690000,2024-10-11T04:08:49.6990000
2184,2024-10-11T09:38:19.0000000,cust2184,Alexandra Ramirez,joshuaweaver@example.com,25,Concert,"PSC 2900, Box 3997
APO AA 25622",B7,57,Music,Friday,9,payment_3184,2024-10-11T09:38:39.0000000,148,Debit Card,Card,2024-10-11T04:08:19.8750000,2024-10-11T04:08:39.6200000
2185,2024-10-11T09:38:24.0000000,cust2185,Jason Hanson,amontgomery@example.com,49,Play,"867 Hogan Path Apt. 125
Jasonside, NE 85958",A5,83,Theater,Friday,9,payment_3185,2024-10-11T09:38:44.0000000,184,Credit Card,Card,2024-10-11T04:08:24.9220000,2024-10-11T04:08:44.6670000
2189,2024-10-11T09:38:44.0000000,cust2189,Brian Thompson,lindsey40@example.org,27,Movie,"27624 Ann Spurs
Robinsonmouth, RI 92033",B9,96,Cinema,Friday,9,payment_3189,2024-10-11T09:39:04.0000000,168,Credit Card,Card,2024-10-11T04:08:45.0800000,2024-10-11T04:09:04.8600000
2190,2024-10-11T09:38:49.0000000,cust2190,Linda Cummings,judyjohnson@example.org,39,Movie,"637 Elizabeth Forges Apt. 039
Gonzalezside, IN 75290",B2,54,Cinema,Friday,9,payment_3190,2024-10-11T09:39:09.0000000,168,Debit Card,Card,2024-10-11T04:08:50.1270000,2024-10-11T04:09:09.9070000
2188,2024-10-11T09:38:39.0000000,cust2188,Ian Mclaughlin,wanderson@example.net,82,Play,"57198 Donna Extension
Kennedyshire, LA 24997",A9,72,Theater,Friday,9,payment_3188,2024-10-11T09:38:59.0000000,137,Credit Card,Card,2024-10-11T04:08:40.0630000,2024-10-11T04:08:59.8090000
2190,2024-10-11T09:38:49.0000000,cust2190,Linda Cummings,judyjohnson@example.org,39,Movie,"637 Elizabeth Forges Apt. 039
Gonzalezside, IN 75290",A6,73,Cinema,Friday,9,payment_3190,2024-10-11T09:39:09.0000000,168,Debit Card,Card,2024-10-11T04:08:50.1270000,2024-10-11T04:09:09.9070000
2189,2024-10-11T09:38:44.0000000,cust2189,Brian Thompson,lindsey40@example.org,27,Movie,"27624 Ann Spurs
Robinsonmouth, RI 92033",B6,98,Cinema,Friday,9,payment_3189,2024-10-11T09:39:04.0000000,168,Credit Card,Card,2024-10-11T04:08:45.0800000,2024-10-11T04:09:04.8600000
2187,2024-10-11T09:38:34.0000000,cust2187,Jeffrey Johnson,tboyer@example.com,59,Play,"USNS Moore
FPO AA 67704",C2,81,Theater,Friday,9,payment_3187,2024-10-11T09:38:54.0000000,146,Credit Card,Card,2024-10-11T04:08:35.0160000,2024-10-11T04:08:54.7620000
2188,2024-10-11T09:38:39.0000000,cust2188,Ian Mclaughlin,wanderson@example.net,82,Play,"57198 Donna Extension
Kennedyshire, LA 24997",C8,90,Theater,Friday,9,payment_3188,2024-10-11T09:38:59.0000000,137,Credit Card,Card,2024-10-11T04:08:40.0630000,2024-10-11T04:08:59.8090000
2192,2024-10-11T09:39:00.0000000,cust2192,Jessica Haas,tallen@example.com,39,Movie,"0988 Wilson Divide Apt. 521
East Ryanchester, MI 56035",C4,85,Cinema,Friday,9,payment_3192,2024-10-11T09:39:19.0000000,150,PayPal,Online,2024-10-11T04:09:00.2370000,2024-10-11T04:09:20.0020000
2193,2024-10-11T09:39:05.0000000,cust2193,Ann Alvarado,xshields@example.com,32,Play,"USS Fisher
FPO AP 55024",C8,68,Theater,Friday,9,payment_3193,2024-10-11T09:39:24.0000000,114,PayPal,Online,2024-10-11T04:09:05.2850000,2024-10-11T04:09:25.0490000
2191,2024-10-11T09:38:54.0000000,cust2191,Kathleen Obrien,pauljones@example.org,50,Movie,"950 Bradley Plains
New Rosemouth, GU 43584",B7,84,Cinema,Friday,9,payment_3191,2024-10-11T09:39:14.0000000,173,Debit Card,Card,2024-10-11T04:08:55.2040000,2024-10-11T04:09:14.9350000
2194,2024-10-11T09:39:10.0000000,cust2194,Jorge Serrano,qsmith@example.org,1,Movie,"472 Heather Row Suite 704
Michaelburgh, AL 54970",A6,55,Cinema,Friday,9,payment_3194,2024-10-11T09:39:29.0000000,181,Debit Card,Card,2024-10-11T04:09:10.3320000,2024-10-11T04:09:30.0960000
2193,2024-10-11T09:39:05.0000000,cust2193,Ann Alvarado,xshields@example.com,32,Play,"USS Fisher
FPO AP 55024",B8,96,Theater,Friday,9,payment_3193,2024-10-11T09:39:24.0000000,114,PayPal,Online,2024-10-11T04:09:05.2850000,2024-10-11T04:09:25.0490000
2191,2024-10-11T09:38:54.0000000,cust2191,Kathleen Obrien,pauljones@example.org,50,Movie,"950 Bradley Plains
New Rosemouth, GU 43584",C7,74,Cinema,Friday,9,payment_3191,2024-10-11T09:39:14.0000000,173,Debit Card,Card,2024-10-11T04:08:55.2040000,2024-10-11T04:09:14.9350000
2192,2024-10-11T09:39:00.0000000,cust2192,Jessica Haas,tallen@example.com,39,Movie,"0988 Wilson Divide Apt. 521
East Ryanchester, MI 56035",C2,76,Cinema,Friday,9,payment_3192,2024-10-11T09:39:19.0000000,150,PayPal,Online,2024-10-11T04:09:00.2370000,2024-10-11T04:09:20.0020000
2196,2024-10-11T09:39:20.0000000,cust2196,Jacob Bennett,thompsonchristopher@example.net,6,Concert,"550 Tami Haven Apt. 103
South Donaldfurt, MI 56403",C2,64,Music,Friday,9,payment_3196,2024-10-11T09:39:39.0000000,116,Credit Card,Card,2024-10-11T04:09:20.4420000,2024-10-11T04:09:40.1750000
2195,2024-10-11T09:39:15.0000000,cust2195,Roberta Martinez,alexander10@example.net,85,Movie,"5599 Cowan Greens Suite 941
Blackside, WI 38206",A2,82,Cinema,Friday,9,payment_3195,2024-10-11T09:39:34.0000000,155,Debit Card,Card,2024-10-11T04:09:15.3790000,2024-10-11T04:09:35.1440000
2201,2024-10-11T09:39:45.0000000,cust2201,Michael Mcbride,romeroaustin@example.net,55,Movie,"6970 Novak Mountain Apt. 680
Michaelville, NY 94530",B2,96,Cinema,Friday,9,payment_3201,2024-10-11T09:40:05.0000000,171,Debit Card,Card,2024-10-11T04:09:45.7260000,2024-10-11T04:10:05.4080000
2194,2024-10-11T09:39:10.0000000,cust2194,Jorge Serrano,qsmith@example.org,1,Movie,"472 Heather Row Suite 704
Michaelburgh, AL 54970",A1,94,Cinema,Friday,9,payment_3194,2024-10-11T09:39:29.0000000,181,Debit Card,Card,2024-10-11T04:09:10.3320000,2024-10-11T04:09:30.0960000
2195,2024-10-11T09:39:15.0000000,cust2195,Roberta Martinez,alexander10@example.net,85,Movie,"5599 Cowan Greens Suite 941
Blackside, WI 38206",B6,72,Cinema,Friday,9,payment_3195,2024-10-11T09:39:34.0000000,155,Debit Card,Card,2024-10-11T04:09:15.3790000,2024-10-11T04:09:35.1440000
